node1,node2,weight
1553,3162,-0.1445
1553,198,0.688
1553,4061,0.257
1553,3455,-0.098
1553,3512,-0.302
1553,2888,0.062
1553,4740,0.087
1553,1988,0.31
1553,180,-0.004
1553,6,0.592
1553,1032,0.389
1553,738,0.524
1553,3891,0.777
1553,2682,0.815
1553,1358,1
1553,2625,0.545
1553,4279,-0.184
1553,460,-0.141
1553,2111,-0.054
1553,1354,1
1553,3521,-0.057
1553,3286,0.318
1553,1913,0.1365
1553,224,0.1885
1553,1306,0.146
1553,3379,-0.178
1553,3378,-0.206
1553,2891,-0.394
1553,867,0.804
1553,1106,1
1553,722,0.367
1553,1453,0.595
1553,1924,0.6
1553,2695,0.129
1553,741,0.28
1553,155,0.352
1553,2634,0.436
1553,2633,0.049
1553,2434,0.436
1553,1607,0.474
1553,3739,0.274
1553,3737,0.514
1553,2945,0.322
1553,4612,-0.012
1553,1891,-0.224
1553,1814,-0.316
1553,878,0.475
1553,1192,0.227
1553,42,1
1553,4169,-0.148
1553,323,0.597
1553,2648,-0.073
1553,2136,0.7495
1553,895,0.351
1553,140,0.496
1553,208,0.744
1553,1272,-0.133
1553,2469,1
1553,77,-0.375
1553,74,0.814
1553,2588,0.596
1553,1881,0.428
1553,4041,0.194
1553,1046,0.216
1553,947,0.551
1553,3420,0.391
1553,4660,-0.017
1553,2237,-0.182
1553,3194,-0.16
1553,3193,1
1553,1880,0.74
1552,1547,0.204
3038,1306,0.185
3038,1159,0.338
3038,2591,-0.277
3038,159,0.595
3038,3014,0.73
3038,3491,-0.106
3038,3143,0.46
3039,2230,0.537
3039,2166,0.335
3039,3014,0.293
3039,2488,0.079
1557,1547,0.111
1557,2166,0.106
1557,4489,0.196
1557,4086,0.167
1557,2661,0.249
1556,1547,0.35
1556,27,0.373
1556,453,0.039
1556,656,0.119
1556,125,0.083
1556,135,0.344
1556,1909,0.126
1556,1570,0.103
1556,482,0.22
3034,3014,0.429
3035,3014,0.367
3036,5177,0.42
3036,602,0.31
3036,4182,0.224
3036,6447,0.326
3036,5499,0.804
3036,6702,0.643
3036,6921,0.329
3036,6946,0.449
3036,3047,0.451
3036,3675,0.744
3036,3233,0.359
3036,6570,0.183
3036,6478,0.592
3036,5256,0.056
3036,3029,0.015
3036,929,0.146
3036,3691,0.055
3036,5541,0.367
3036,5949,0.221
3036,5808,0.73
3036,4199,0.516
3036,6202,0.423
3036,1032,0.193
3036,2072,0.385
3036,3891,0.423
3036,362,0.7
3036,6686,0.293
3036,468,0.403
3036,3767,0.268
3036,208,0.217
3036,5022,0.244
3036,3839,0.783
3036,6020,0.63
3036,6848,0.73
3036,4032,0.222
3036,5896,0.54
3036,3286,0.237
3036,6714,0.119
3036,5122,0.506
3036,5776,0.73
3036,4057,0.375
3036,5345,0.024
3036,5200,0.403
3036,3013,0.492
3036,3446,0.492
3036,4912,0.73
3036,1007,0.059
3036,3014,0.593
3036,5408,0.127
3036,5818,0.172
3036,1845,0.126
3036,1956,0.227
3036,4859,0.057
3036,6055,0.037
3036,6234,0.474
3036,1809,0.077
3036,1808,0.231
3037,4265,-0.092
3037,602,-0.266
3037,1910,0.5
3037,332,0.688
3037,1876,0.318
3037,3168,0.209
3037,3286,0.212
3037,3040,-0.032
3037,80,0.643
3037,1913,0.516
3037,2547,0.592
3037,5091,0.063
3037,2484,0.133
3037,4740,-0.359
3037,4868,0.425
3037,323,0.412
3037,1445,0.476
3037,3974,0.072
3037,2111,0.088
3037,3992,0.688
3037,918,-0.108
3037,630,0.069
3037,1159,0.108
3037,1312,-0.461
3037,4317,0.608
3037,1274,-0.128
3037,1238,0.279
3037,4798,0.73
3037,6951,0.154
3037,5126,-0.033
3037,2632,0.688
3037,6476,-0.002
3037,6637,-0.274
3037,3723,0.234
3037,5363,0.492
3037,3780,-0.318
3037,2166,-0.036
3037,1704,0.118
3037,3541,-0.103
3037,2204,0.174
3037,946,0.176
3037,3501,0.351
3037,5220,-0.066
3037,1648,0.552
3037,3014,0.158
3037,910,0.022
3037,4831,0.26
3037,6771,-0.298
3037,4859,0.322
3037,5723,0.153
3037,1006,0.27
3037,286,-0.154
3037,4536,0.74
3037,6111,0.101
3030,3029,0.173
3031,8360,0.451
3031,6962,0.109
3031,2770,0.577
3031,8039,-0.06
3031,4574,0.367
3031,7878,0.275
3031,6267,0.313
3031,4286,0.577
3031,3029,0.157
3031,5313,0.574
3031,4003,0.451
3031,7411,0.421
3031,7881,0.406
3031,910,0.468
3031,3990,0.145
3031,8377,0.329
3031,756,0.389
3031,6978,0.234
3031,7647,0.388
3031,5993,0.492
3031,8023,0.577
3031,6487,1
3031,7448,0.492
3031,8705,0.392
3031,5930,0.577
3032,839,0.495
3032,3029,0.41
3032,3033,0.078
3033,2659,-0.321
3033,3029,0.338
3033,1270,0.403
3033,3249,0.239
3033,1491,0.57
3033,3143,0.286
3033,3700,0.586
3033,2166,0.468
3033,286,-0.132
8703,8836,0.3
8703,2341,0.172
8703,8884,0.115
8703,9047,0.18
8703,9013,0.315
8703,4879,0.475
8703,7611,-0.227
8703,5545,0.278
8703,7174,0.492
8703,7559,-0.094
8703,8698,0.659
8703,9229,-0.001
8703,2391,0.102
8703,9322,-0.115
8703,1822,0.2
8703,5892,0.444
8702,7611,0.42
8701,7611,0.409
8700,7611,0.221
8707,1052,0.19
8706,518,0.014
8705,7711,0.257
8705,7562,0.059
8705,8632,1
8705,3222,1
8705,8761,1
8705,8704,1
8705,1517,1
8704,2089,0.26
8704,559,0.06
8709,8707,0.163
8708,5267,0.113
8708,7218,0.454
8708,3456,0.767
8708,7614,0.316
8708,8742,0.178
8708,5079,0.246
8708,8707,0.279
8708,7198,0.143
8708,7812,0.275
5605,3593,0.216
5605,7839,0.535
5605,6853,-0.128
5604,3593,0.23
5604,4854,0.291
5607,3593,0.268
5607,5192,0.209
5607,5934,0.2
5607,6882,0.537
5607,6158,0.124
5607,3053,0.167
5606,3593,0.188
5606,372,0.6
5606,5017,0.127
5601,4080,0.057
5601,318,0.231
5601,559,0.395
5601,3774,0.067
5601,6987,0.419
5601,2718,0.34
5601,7819,-0.031
5601,5474,0.367
5601,7389,0.178
5601,6008,0.108
5601,7657,0.506
5601,3711,0.313
5601,1026,0.592
5601,6988,0.29
5601,7973,0.444
5601,7711,0.419
5601,7639,0.24
5601,3799,0.255
5601,5352,0.296
5601,4806,0.078
5601,6232,0.451
5601,7597,0.344
5601,6287,0.184
5601,4304,0.135
5601,1476,0.388
5601,7263,0.384
5601,7939,0.437
5601,7198,0.092
5601,8084,0.209
5601,5783,0.135
5601,7534,0.121
5601,5806,0.4
5601,2531,0.379
5601,5064,0.252
5601,997,0.098
5601,678,0.351
5601,5060,0.138
5601,868,0.419
5601,8207,0.12
5601,4253,0.429
5601,7927,0.326
5601,5286,0.324
5601,8248,0.408
5601,6445,0.419
5601,8129,0.252
5601,2547,0.189
5601,4679,0.438
5601,6487,0.378
5601,6796,0.205
5601,2238,0.524
5601,1620,0.529
5601,5837,0.094
5601,7304,0.182
5601,5222,0.451
5601,7213,0.543
5601,4003,0.34
5601,5839,0.492
5601,2293,0.592
5601,7033,0.265
5601,5933,0.412
5601,5568,0.453
5601,7075,0.115
5601,279,0.42
5601,297,0.36
5601,3987,0.406
5601,7467,0.537
5601,4867,0.287
5601,6052,0.217
5600,559,0.611
5603,3593,0.18
5603,3610,0.554
5603,6465,0.055
5603,4906,-0.293
5603,3850,-0.181
5603,3057,0.153
5602,3593,0.214
5609,6267,0.372
5609,4805,0.233
5609,3027,0.194
5609,5723,0.179
5609,6111,0.398
5609,80,0.233
5609,5133,0.019
5608,80,0.655
9634,9324,0.73
9637,8718,0.28
6424,3346,0.153
6425,3346,0.202
6426,3346,-0.029
6427,5014,0.274
6420,6011,0.451
6420,7273,0.153
6420,3612,0.438
6420,1620,0.587
6420,6964,0.308
6420,4065,-0.113
6420,717,0.367
6420,7265,0.268
6420,4020,0.298
6420,7180,0.75
6420,4854,-0.744
6421,8094,0.216
6421,5060,0.474
6421,4701,-0.206
6421,2214,0.643
6421,5273,0.151
6421,5314,0.223
6421,5401,0.392
6421,5750,0.201
6421,6726,0.381
6421,1913,-0.395
6421,4854,-0.245
6421,7840,-0.218
6421,2830,0.809
6421,5402,0.2
6422,7514,0.244
6422,558,0.018
6422,157,-0.132
6422,6988,-0.03
6422,7482,-0.095
6422,577,0.07
6422,5474,0.178
6422,6535,-0.398
6422,8294,-0.064
6422,8112,-0.076
6422,8324,-0.14
6422,8352,-0.065
6422,8513,-0.04
6422,7457,0.0085
6422,7452,0.042
6422,4679,0.541
6422,7240,0.02
6422,7696,-0.032
6422,7198,0.231
6422,6227,0.187
6422,2264,-0.057
6422,7512,0.216
6422,8376,-0.244
6422,6977,0.055
6422,6825,0.265
6422,8065,-0.076
6422,1238,-0.062
6422,3486,0.289
6422,7642,0.31
6422,8248,-0.08
6422,7942,0.067
6422,7129,0.264
6422,8530,-0.179
6422,165,0.0535
6422,8020,-0.081
6422,8691,0.01
6422,6487,0.225
6422,7252,-0.224
6422,7068,0.344
6422,7161,0.429
6422,7310,0.592
6422,5933,0.42
6422,4854,-0.061
6422,7465,-0.087
6423,3013,0.153
6423,1913,0.074
6423,4854,0.014
6428,5014,0.211
6429,6702,-0.251
6429,5014,-0.338
6769,3974,0.201
6764,1004,0.185
6763,1004,0.567
6763,3486,0.416
229,1269,0.225
229,1301,0.198
229,1782,0.526
229,1819,0.483
229,1499,0.367
229,27,0.438
229,1836,0.206
229,21,0.54
229,2523,-0.019
229,1838,0.583
229,340,-0.035
229,547,-0.004
229,281,0.254
229,8,0.275
229,548,0.24
229,1094,0.236
229,1313,0.218
229,671,0.246
229,1153,0.398
229,122,0.2395
229,123,0.267
229,1229,0.38
229,2,0.287
229,50,0.425
229,53,0.484
229,1385,0.112
229,294,0.303
229,1413,0.294
229,821,0.337
229,586,0.268
229,980,0.332
229,274,0.344
229,1486,0.104
229,2199,0.17
229,1855,0.273
229,1256,0.337
229,526,0.148
229,1396,0.188
229,425,0.458
229,424,0.315
229,361,0.403
229,2442,-0.011
229,385,0.143
229,100,0.123
229,2048,-0.075
229,1535,0.33
229,2166,-0.034
229,515,0.211
229,339,0.313
229,453,0.386
229,1346,0.13
229,1909,0.265
229,69,0.303
229,2201,0.432
229,975,0.558
229,1589,0.328
229,971,0.175
229,656,0.442
229,732,0.35
229,1032,0.55
229,188,0.514
229,752,0.193
229,1214,0.256
229,467,0.276
229,758,0.461
229,1357,0.437
229,2588,0.448
229,1862,0.427
229,2187,0.095
229,225,0.744
229,1912,0.273
229,283,0.441
229,221,0.309
229,96,0.494
229,1027,0.3
229,949,0.407
229,2026,0.069
229,1451,0.51
229,2695,0.316
229,1458,0.406
229,151,0.292
229,155,0.507
229,2430,-0.05
229,234,-0.035
229,2136,0.171
229,43,-0.167
229,1196,0.313
229,322,0.419
229,1110,0.339
229,5,-0.184
229,618,0.179
229,895,0.512
229,611,0.353
229,779,0.388
229,72,-0.148
229,1360,0.277
229,485,0.327
229,483,0.156
229,482,0.352
229,2330,0.399
229,1978,0.025
229,2129,0.2
229,1970,0.392
229,2002,0.143
229,3194,-0.03
229,3193,0.227
229,474,0.192
229,1361,0.225
229,1570,-0.132
228,151,0.037
228,239,0.228
228,399,0.19
228,797,0.015
228,43,-0.07
228,322,0.163
228,346,-0.036
228,2,-0.063
228,547,0.252
228,2012,0.245
228,770,0.176
228,302,-0.083
228,1130,-0.324
228,122,0.217
228,124,0.122
228,265,0.331
228,487,0.077
228,92,0.316
228,480,0.16
228,1048,0.332
228,50,0.512
228,645,-0.144
228,294,0.038
227,151,0.492
226,151,0.054
226,147,0.119
226,585,0.144
226,461,0.164
226,954,0.062
226,640,0.16
226,2,0.166
226,340,0.168
226,7,-0.501
226,400,-0.068
226,124,0.129
226,166,0.079
226,425,0.4
226,480,0.161
225,151,0.195
225,854,-0.085
225,594,0.069
225,971,0.098
225,1192,0.236
225,656,0.205333333
225,234,-0.052
225,1570,0.186
225,104,0.516
225,21,0.354
224,151,0.191
224,864,0.182
224,4025,0.043
224,239,-0.177
224,3040,0.07
224,250,-0.043
224,3670,0.125
224,2323,-0.187
224,1711,-0.002
224,407,0.249
224,323,0.386
224,548,0.053
224,2682,0.385
224,1232,0.39
224,208,0.211
224,461,0.197
224,166,0.355
224,220,0.448
224,1820,0.095
224,3014,0.293
224,2026,0.035
224,2039,0.307
224,1763,0.381
223,151,0.338
223,302,-0.063
223,483,0.199
223,277,0.094
222,151,0.162
221,151,0.135
221,1349,0.326
221,980,0.184
221,1315,-0.046
221,69,0.189
221,2201,0.418
221,27,0.104
221,21,0.367
221,2522,-0.098
221,875,0.225
221,872,-0.036
221,954,-0.008
221,407,0.293
221,7,0.038
221,1396,0.179
221,548,0.175
221,425,0.226
221,2408,0.134
221,2442,-0.05
221,1359,0.447
221,2542,0.161
221,455,0.333
221,1862,0.404
221,384,0.309
221,129,0.028
221,100,0.2
221,188,0.286
221,1413,0.266
221,1047,0.449
221,1556,0.172
221,1296,0.326
221,908,0.357
221,2048,-0.225
221,1389,0.027
221,1570,-0.073
221,821,0.329
220,2778,0.492
220,151,0.04
220,2770,0.482
220,3630,0.215
220,259,0.152
220,234,0.175
220,2323,0.128
220,2527,0.36
220,3691,0.171
220,3899,0.176
220,5,-0.057
220,813,0.39
220,910,0.225
220,286,0.402
220,208,0.683
220,302,0.565
220,303,0.084
220,2646,0.353
220,4798,0.225
220,166,0.363
220,1881,0.32
220,1880,0.451
220,3780,0.556
220,3374,0.473
220,867,0.494
220,3840,0.157
220,2164,0.326
220,361,0.672
220,1382,0.139
5095,3948,0.017
5095,1128,0.663
5095,559,0.008
5095,2925,0.767
5095,4904,0.202
5095,5464,0.313
5095,5499,0.265
5095,5014,0.409
5095,6702,0.257
5095,2821,0.149
5095,468,0.231
5095,5357,0.426
5095,3233,0.029
5095,6570,0.022
5095,1422,0.386
5095,5256,1
5095,929,0.674
5095,5541,0.242
5095,5279,1
5095,6325,0.031
5095,5808,0.26
5095,6202,0.312
5095,1562,0.231
5095,362,0.597
5095,6686,0.127
5095,977,0.351
5095,1312,0.163
5095,5022,0.412
5095,5200,0.558
5095,5408,0.237
5095,1956,0.141
5095,4799,0.55
5095,5896,0.203
5095,4466,0.581
5095,6174,0.355
5095,5122,1
5095,5776,0.101
5095,5404,-0.342
5095,5579,0.741
5095,3036,0.33
5095,4912,-0.315
5095,1808,0.29
5095,356,0.155
5095,4032,0.367
5095,6051,0.198
5095,471,0.038
2509,1354,0.485
2509,2510,0.505
2509,2744,0.309
2509,695,0.168
2508,2506,-0.024
2507,2506,0.219
2505,1570,0.119
2504,1570,0.115
2500,1214,0.208
2500,2206,-0.044
5049,2451,0.074
5048,2711,0.293
5048,2718,-0.033
5048,2451,0.843
5048,3078,0.016
5048,1871,0.275
5048,5055,0.417
5048,389,-0.231
5048,5237,0.274
5048,2785,0.345
5048,5257,0.272
5048,5192,0.045
5048,6042,0.5
5048,345,-0.119
5048,2079,0.266
5048,5906,0.291
5048,6240,0.346
5048,2076,0.052
5048,5289,0.293
5048,6158,0.378
5048,3057,0.455
5048,5106,0.077
5048,4408,0.206
5048,961,0.855
5048,4422,0.341
5048,862,0.204
5048,1722,0.672
5048,5979,-0.231
5048,4995,0.089
5048,2679,0.861
5048,6118,0.026
5048,372,0.37
5048,6035,0.28
5047,593,0.151
5047,5116,0.088
5047,2718,0.147
5047,6719,0.172
5047,2297,0.038
5047,5154,0.577
5047,6111,0.408
5047,4633,0.071
5047,3078,0.347
5047,4574,0.072
5047,3003,0.286
5047,4201,-0.233
5047,6749,0.75
5047,6623,0.116
5047,6923,0.021
5047,4536,0.321
5047,5239,0.231
5047,2204,-0.449
5047,4805,0.088
5047,5391,0.229
5047,3027,0.306
5047,910,0.127333333
5047,4727,0.16
5047,5979,0.452
5047,4906,0.39
5047,5969,0.251
5047,5906,0.197
5047,6471,-0.09
5047,4899,0.337
5047,6226,0.205
5047,5861,0.188
5047,452,0.188
5047,1672,0.216
5047,1793,-0.216
5047,2451,0.375
5047,441,0.433
5047,4483,0.265
5047,5575,0.048
5047,4257,0.009
5047,5735,0.047
5047,363,0.184
5047,2484,0.076
5047,6750,-0.186
5047,240,0.334
5047,2685,0.746
5047,1498,0.293
5047,1969,0.252
5047,5308,0.643
5047,6794,-0.136
5047,3683,0.213
5047,5221,0.492
5047,6566,-0.004
5047,5616,0.239
5047,6577,0.229
5047,5224,0.119
5047,5195,0.1
5047,5192,-0.046
5047,725,0.083
5047,6238,0.359
5047,2005,-0.163
5047,1006,0.509
5047,2537,0.143
5047,57,0.42
5047,6035,0.09
5046,3580,-0.057
5046,3593,0.524
5046,3614,0.506
5046,2451,0.29
5046,3678,-0.233
5046,363,0.023
5045,5055,0.011
5045,593,0.262
5045,2451,0.302
5045,2079,0.347
5045,2076,-0.177
5044,2785,0.293
5044,3590,0.404
5044,5559,0.285
5044,57,0.097
5044,5721,-0.03
5044,2451,0.132
5044,2528,0.225
5044,5026,0.255
5044,473,0.285
5044,3686,0.405
5044,5106,0.05
5044,3053,0.183
5043,3613,0.13
5043,3602,0.31
5043,4291,0.019
5043,197,0.441
5043,5295,0.156
5043,2451,0.243
5043,3361,0.39
5043,3057,0.093
5043,5055,0.231
5043,4343,0.368
5043,2804,0.804
5043,2940,0.05
5043,3232,0.577
5043,5824,0.385
5043,1813,0.055
5043,1261,0.278
5043,5559,0.042
5043,3346,0.252
5043,2528,0.339
5043,3344,0.196
5043,345,0.452
5043,6226,0.442
5043,6292,0.416
5043,185,0.508
5043,1010,0.672
5043,6300,0.687
5043,2075,0.771
5043,4167,0.205
5043,3837,0.394
5043,5384,0.151
5043,3767,0.292
5043,6465,0.073
5043,3743,0.087
5043,2679,0.474
5043,1863,0.6
5043,240,0.143
5043,3985,0.116
5043,6158,0.309
5043,389,0.313
5043,2188,0.877
5043,5106,0.316
5043,2335,0.615
5043,6118,0.011
5043,961,0.487
5043,16,0.804
5043,4422,0.383
5043,3420,-0.003
5043,1722,0.129
5043,3686,0.541
5043,378,0.565
5043,5979,0.096
5043,5934,0.263
5043,1672,0.043
5043,5930,0.412
5043,1667,0.326
5043,4856,0.153
5043,1004,0.4
5043,431,0.204
5042,2451,0.18
5042,3541,0.127
5041,929,0.315
5041,80,0.202
5041,276,0.464
5041,4020,0.184
5041,3741,0.057
5040,276,0.267
9515,9515,-0.039
9516,7559,1
9510,6643,0.231
9513,7559,0.73
9513,8670,0.73
8696,7318,0.262
1524,2648,-0.042
1524,2768,0.126
1524,4086,0.173
1524,971,0.179
1524,718,0.124
1524,451,0.136
1524,760,-0.275
1524,2849,-0.011
1524,4001,0.092
1524,3852,0.366
1524,2634,0.087
1524,220,0.052
1525,971,0.026
1526,1167,0.27
1526,2472,-0.097
1526,158,-0.261
1526,1346,0.33
1526,231,0.186
1526,27,0.288
1526,971,0.116
1526,2560,-0.085
1526,875,0.255
1526,1584,-0.239
1526,656,0.078
1526,732,0.291
1526,2408,0.143
1526,2265,0.066
1526,309,0.193
1526,894,-0.15
1526,779,0.091
1526,1098,0.13
1526,129,0.274
1526,843,-0.085
1526,1720,0.371
1526,2026,-0.195
1526,1360,0.225
1526,2066,0.432
1526,376,0.167
0,1,0.052
0,195,0.38
0,515,0.199
0,302,0.147
0,303,0.205
0,43,-0.168
0,407,0.233
0,415,0.266
0,4,0.215
0,277,-0.057
0,92,0.535
0,483,0.369
0,361,0.126
1527,573,0.01
1527,2510,0.412
1527,3868,0.341
1527,1663,0.283
1527,971,0.079
1252,1244,0.247
1253,4898,0.159
1253,5014,0.037
1253,1262,0.648
1253,6529,-0.159
1253,6145,0.211
1253,5237,0.462
1253,254,0.14
1253,2804,0.612
1253,2785,-0.065
1253,6234,0.212
1253,1770,0.292
1253,4701,0.176
1253,2885,0.512
1253,3105,0.583
1253,5093,0.332
1253,4906,0.1865
1253,345,0.583
1253,2079,0.412
1253,2689,-0.128
1253,1244,0.171
1253,3813,0.192
1253,5063,0.592
1253,3648,0.512
1253,5771,0.242
1253,5103,0.192
1253,6174,0.5
1253,161,0.245
1253,2326,0.583
1253,3688,0.162
1253,1829,0.583
1253,2214,0.222
1253,32,0.649
1253,5408,0.413
1253,356,0.318
1253,470,0.583
1253,1578,0.583
1253,3056,0.096
1253,2054,0.4425
1253,2140,0.226
1253,297,0.583
1253,1004,0.375
1253,2537,0.2135
1253,1383,0.42
5182,593,0.537
5182,5017,-0.119
5182,5018,-0.19
5182,4894,-0.141
5182,254,0.088
5182,6267,-0.126
5182,4701,-0.088
5182,5581,-0.131
5182,5313,-0.02
5182,4904,0.143
5182,1584,0.379
5182,5558,-0.09
5182,3976,0.211
5182,362,0.135
5182,6886,-0.069
5182,6447,0.171
5182,240,-0.104
5182,101,0.014
5182,3707,0.318
5182,3177,0.266
5182,3705,0.126
5182,6796,0.281
5182,5345,0.457
5182,32,0.476
5182,3374,0.474
5182,5084,0.058
5182,4854,-0.008
1250,1244,0.512
1250,427,0.171
1250,2012,0.285
1990,1094,0.429
1990,1226,0.138
1990,2458,-0.013
1990,2542,0.508
1990,821,0.299
1990,2565,0.157
1990,1823,0.182
1990,2187,-0.137
1990,125,0.385
1990,95,0.322
1990,385,0.395
1523,8173,-0.1
1523,339,0.144
1523,9266,1
1523,8749,-0.231
1523,8746,1
1523,5488,0.851
1523,9208,-0.104
1523,4948,0.651
1523,8293,-0.06
1523,3006,0.278
1523,9142,1
1523,155,0.466
1523,7134,0.167
1523,8784,-0.453
1523,2785,0.3385
1523,8927,0.411
1523,4128,0.642
1523,636,0.044
1523,971,0.009
1523,5903,-0.046
1523,8884,-0.188
1523,2484,-0.046
1523,3025,0.756
1523,3361,0.767
1523,6643,0.075
1523,2666,0.323
1523,8658,0.247
1523,8714,0.247
1523,9565,0.102
1523,8802,0.105
1523,7433,0.146
1523,8736,1
1523,9420,0.63
1523,8907,1
1523,5963,0.744
1523,4585,0.26
1523,2815,0.043
1523,9352,0.351
1523,3582,-0.042
1523,3585,0.618
1523,9258,0.095
1523,6994,0.043
1523,8770,0.672
1523,9519,1
1523,215,0.767
1523,8799,1
1523,2180,0.357
1523,8699,0.13
1523,5895,0.556
1523,3606,0.084
1523,9569,-0.076
1523,7125,0.244
1523,7841,1
1523,2951,0.643
1523,6759,0.535
1523,9392,1
1523,6422,0.088
1523,2182,0.259
1523,7314,-0.181
1523,6798,1
1523,7505,0.326
1523,9412,0.474
1523,8810,1
1523,8488,-0.01
1523,3848,0.565
1523,8938,1
1523,3120,0.066
1523,6078,0.744
3205,2601,0.193
3204,2094,0.27
3204,7388,-0.189
3204,7389,0.039
3204,7227,0.273
3204,7229,0.168
3204,4701,0.263
3204,5273,0.182
3204,7050,0.103
3204,7617,0.358
3204,4673,0.322
3204,7198,-0.085
3204,1675,0.714
3204,5060,0.714
3204,4238,0.337
3204,129,0.339
3204,3566,0.215
3204,4134,0.083
3204,5307,0.152
3204,6114,0.398
3204,2142,0.252
3204,1664,-0.169
3204,7689,0.248
3204,5393,0.574
3204,5399,0.307
3204,4326,0.512
3204,8324,-0.313
3204,7630,-0.249
3204,5845,0.299
3204,6067,0.183
3204,7534,-0.031
3204,6069,0.428
3204,8040,-0.545
3204,2443,0.551
3204,2607,-0.063
3204,2601,0.055
3204,5778,0.011
3204,6175,0.088
3204,101,0.882
3204,7782,0.133
3204,7379,-0.227
3204,5272,0.186
3204,7377,0.161
3204,5970,0.438
3204,1539,1
3204,3610,0.182
3204,4075,0.322
3204,8059,-0.203
3204,7019,0.105
3204,7014,-0.4
3204,2203,0.367
3204,8198,0.237
3204,180,-0.251
3204,5786,0.524
3204,5789,-0.204
3204,4773,0.583
3204,7357,1
3204,7192,0.104
3204,5182,0.402
3204,5229,0.192
3204,7086,-0.101
3204,861,0.114
3204,5714,-0.049
3204,8582,-0.082
3204,5884,0.467
3204,553,0.403
3204,5520,-0.309
3204,8566,-0.213
3204,4457,0.25
3204,8522,-0.131
3204,3230,-0.137
3204,7078,0.672
3204,7322,0.025
3204,5767,0.181
3204,1960,-0.383
3204,1962,0.001
3204,7771,-0.029
3204,3976,0.284
3204,4253,0.391
3204,4798,-0.236
3204,7105,-0.207
3204,5209,-0.152
3204,7822,0.369
3204,3541,-0.069
3204,5443,0.209
3204,5368,0.451
3204,1578,0.198
3204,2005,0.455
3204,4857,0.03
3204,4854,0.5205
1627,594,0.231
3202,2601,0.645
3201,2601,0.241
1624,9352,0.73
1624,8778,0.587
1624,3984,1
1624,594,0.303
1624,7296,0.231
1624,8799,0.599
1624,2560,-0.135
1624,8651,0.73
1624,8639,0.655
1624,9522,1
1624,7625,1
1624,9411,1
1624,9656,1
1624,9567,-0.165
1624,9355,0.085
1624,9432,0.252
1624,231,0.098
1624,9625,0.5
5188,3386,0.655
5188,630,0.212
5188,2203,0.172
5188,5111,-0.082
5188,5060,0.251
5188,5161,-0.001
5188,2432,-0.121
5188,4253,0.307
5188,3374,0.185
5188,5190,0.265
5188,8089,0.454
5188,8483,-0.174
5188,7979,-0.254
5188,6067,-0.069
5188,7129,0.367
5188,5973,-0.163
5188,5916,-0.153
5188,5861,-0.223
5188,7555,-0.141
5188,3705,-0.221
1128,3465,0.272
1128,2054,0.035
1128,2951,0.221
1128,4405,0.274
1128,1600,0.872
1128,5884,0.128
1128,2728,0.075
1128,5786,0.184
1128,5750,0.059
1128,65,-0.054
1128,1485,0.146
1128,3013,0.01
1128,3700,0.291
1128,6174,0.627
1128,5130,0.537
1129,65,-0.002
5189,5345,0.195
5189,5277,0.034
5189,2697,0.308
5189,5275,0.057
5189,4253,0.136
5189,6447,0.027
5189,4471,0.011
5189,3705,-0.019
1120,250,0.152
1121,250,0.3
1122,2903,0.16
1122,1227,0.089
1122,1269,0.752
1122,1167,0.295
1122,2591,-0.047
1122,872,0.253
1122,986,0.207
1122,1539,-0.119
1122,2808,0.281
1122,116,0.116
1122,1924,0.273
1122,53,0.231
1122,1909,0.072
1122,376,0.278
1122,1313,0.319
1122,250,-0.211
1122,2806,0.276
1122,1891,0.378
1122,1301,0.225
1122,2785,0.018
1122,975,0.116
1122,1589,0.093
1122,3029,0.199
1122,526,0.038
1122,3512,-0.081
1122,1838,0.159
1122,2625,0.224
1122,42,-0.072
1122,180,0.12
1122,979,0.09
1122,1196,0.24
1122,1257,0.094
1122,1254,-0.004
1122,2799,0.179
1122,2509,0.088
1122,1251,0.322
1122,231,0.096
1122,2408,-0.071
1122,3014,1
1122,894,-0.133
1122,2603,0.178
1122,2237,0.039
1122,611,-0.041
1122,460,-0.127
1122,2469,0.112
1122,1486,0.215
1122,244,0.14
1122,122,-0.006
1122,1584,0.148
1122,3077,0.069
1122,1929,0.012
1122,1913,-0.14
1122,3175,0.457
1122,220,-0.066
1122,2709,0.017
1122,1622,0.188
1122,791,0.412
1122,1978,0.326
1122,2129,0.16
1122,1842,-0.047
1122,1862,0.441
1122,1607,0.067
1122,2085,0.027
1122,2002,0.108
1122,1367,0.111
1122,2026,-0.206
1122,123,0.072
1122,1451,0.367
1122,474,0.117
1122,2140,0.087
1122,274,0.333
1122,2695,0.355
1122,2166,0.107
1122,821,0.293
1122,2484,0.028
1122,2066,0.119
1122,2690,0.211
1123,65,0.101
1124,65,0.136
1125,65,0.42
1125,1056,0.16
1126,65,0.234
1127,65,0.051
8517,2432,-0.144
8042,8040,0.623
8042,261,0.744
8042,8921,0.552
8042,7086,0.577
8043,4065,0.344
8512,2293,0.079
8512,3160,-0.07
8046,4065,0.165
8047,4065,0.121
8047,6355,0.252
8047,8766,0.425
8048,7777,0.351
8048,4065,-0.138
8049,636,0.211
8049,4065,-0.079
8518,2432,-0.144
559,7711,0.228
559,5363,0.26
559,9291,0.286
559,4918,0.265
559,6346,0.195
559,5018,0.07
559,8395,0.314
